"","country","year","iso_code","population","gdp","biofuel_cons_change_pct","biofuel_cons_change_twh","biofuel_cons_per_capita","biofuel_consumption","biofuel_elec_per_capita","biofuel_electricity","biofuel_share_elec","biofuel_share_energy","carbon_intensity_elec","coal_cons_change_pct","coal_cons_change_twh","coal_cons_per_capita","coal_consumption","coal_elec_per_capita","coal_electricity","coal_prod_change_pct","coal_prod_change_twh","coal_prod_per_capita","coal_production","coal_share_elec","coal_share_energy","electricity_demand","electricity_demand_per_capita","electricity_generation","electricity_share_energy","energy_cons_change_pct","energy_cons_change_twh","energy_per_capita","energy_per_gdp","fossil_cons_change_pct","fossil_cons_change_twh","fossil_elec_per_capita","fossil_electricity","fossil_energy_per_capita","fossil_fuel_consumption","fossil_share_elec","fossil_share_energy","gas_cons_change_pct","gas_cons_change_twh","gas_consumption","gas_elec_per_capita","gas_electricity","gas_energy_per_capita","gas_prod_change_pct","gas_prod_change_twh","gas_prod_per_capita","gas_production","gas_share_elec","gas_share_energy","greenhouse_gas_emissions","hydro_cons_change_pct","hydro_cons_change_twh","hydro_consumption","hydro_elec_per_capita","hydro_electricity","hydro_energy_per_capita","hydro_share_elec","hydro_share_energy","low_carbon_cons_change_pct","low_carbon_cons_change_twh","low_carbon_consumption","low_carbon_elec_per_capita","low_carbon_electricity","low_carbon_energy_per_capita","low_carbon_share_elec","low_carbon_share_energy","net_elec_imports","net_elec_imports_share_demand","nuclear_cons_change_pct","nuclear_cons_change_twh","nuclear_consumption","nuclear_elec_per_capita","nuclear_electricity","nuclear_energy_per_capita","nuclear_share_elec","nuclear_share_energy","oil_cons_change_pct","oil_cons_change_twh","oil_consumption","oil_elec_per_capita","oil_electricity","oil_energy_per_capita","oil_prod_change_pct","oil_prod_change_twh","oil_prod_per_capita","oil_production","oil_share_elec","oil_share_energy","other_renewable_consumption","other_renewable_electricity","other_renewable_exc_biofuel_electricity","other_renewables_cons_change_pct","other_renewables_cons_change_twh","other_renewables_elec_per_capita","other_renewables_elec_per_capita_exc_biofuel","other_renewables_energy_per_capita","other_renewables_share_elec","other_renewables_share_elec_exc_biofuel","other_renewables_share_energy","per_capita_electricity","primary_energy_consumption","renewables_cons_change_pct","renewables_cons_change_twh","renewables_consumption","renewables_elec_per_capita","renewables_electricity","renewables_energy_per_capita","renewables_share_elec","renewables_share_energy","solar_cons_change_pct","solar_cons_change_twh","solar_consumption","solar_elec_per_capita","solar_electricity","solar_energy_per_capita","solar_share_elec","solar_share_energy","wind_cons_change_pct","wind_cons_change_twh","wind_consumption","wind_elec_per_capita","wind_electricity","wind_energy_per_capita","wind_share_elec","wind_share_energy","country_standard","country_standard_2023"
"20355","Tanzania",1988,"TZA",24769647,20603179008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.914,0.023,NA,NA,NA,NA,NA,NA,6.958,0.759,470.942,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20356","Tanzania",1989,"TZA",25438705,21301856256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.89,0.023,NA,NA,NA,NA,NA,NA,-0.813,-0.095,454.829,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20357","Tanzania",1990,"TZA",26110150,22062497792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.372,0.008,1.157,0.03,NA,NA,NA,NA,NA,NA,10.826,1.253,491.105,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20358","Tanzania",1991,"TZA",26780391,23131983872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.128,0.03,NA,NA,NA,NA,NA,NA,-13.307,-1.706,415.099,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20359","Tanzania",1992,"TZA",27457553,23907182592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.1,0.03,NA,NA,NA,NA,NA,NA,8.423,0.936,438.965,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20360","Tanzania",1993,"TZA",28332637,24857214976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.997,0.302,11.726,0.332,NA,NA,NA,NA,NA,NA,4.749,0.572,445.609,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20361","Tanzania",1994,"TZA",29442315,25964285952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.546,0.015,11.797,0.347,NA,NA,NA,NA,NA,NA,-9.701,-1.225,387.214,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20362","Tanzania",1995,"TZA",30383451,27600945152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.348,-0.015,10.934,0.332,NA,NA,NA,NA,NA,NA,-1.876,-0.214,368.182,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20363","Tanzania",1996,"TZA",30945706,29677336576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.545,0.098,13.908,0.43,NA,NA,NA,NA,NA,NA,3.632,0.406,374.623,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20364","Tanzania",1997,"TZA",31578042,31560773632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.877,-0.219,6.695,0.211,NA,NA,NA,NA,NA,NA,-3.424,-0.397,354.551,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20365","Tanzania",1998,"TZA",32420413,33614872576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.714,0.128,10.48,0.34,NA,NA,NA,NA,NA,NA,8.54,0.956,374.83,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20366","Tanzania",1999,"TZA",33300297,36215287808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.667,0.227,17.006,0.566,NA,NA,NA,NA,NA,NA,5.283,0.642,384.205,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","Tanzania"
"20367","Tanzania",2000,"TZA",34260098,39001698304,NA,NA,NA,NA,0.876,0.03,1.2,NA,120,NA,NA,NA,NA,2.043,0.07,5.579,0.032,17.451,0.598,2.8,NA,2.55,74.431,2.5,NA,4.591,0.587,390.588,0.343,NA,NA,9.924,0.34,NA,NA,13.6,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.3,NA,NA,NA,62.171,2.13,NA,85.2,NA,NA,NA,NA,63.047,2.16,NA,86.4,NA,0.05,1.961,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,7.881,0.27,NA,NA,0,0,0,10.8,NA,NA,0.03,0,NA,NA,0.876,0,NA,1.2,0,NA,72.971,13.382,NA,NA,NA,63.047,2.16,NA,86.4,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20368","Tanzania",2001,"TZA",35198252,42445344768,NA,NA,NA,NA,1.136,0.04,1.413,NA,67.138,NA,NA,NA,NA,2.557,0.09,-1.762,-0.011,16.687,0.587,3.18,NA,2.88,81.822,2.83,NA,12.652,1.693,428.279,0.355,NA,NA,4.262,0.15,NA,NA,5.3,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.19,NA,NA,NA,75.004,2.64,NA,93.286,NA,NA,NA,NA,76.14,2.68,NA,94.7,NA,0.05,1.736,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,1.705,0.06,NA,NA,0,0,0,2.12,NA,NA,0.04,0,NA,NA,1.136,0,NA,1.413,0,NA,80.402,15.075,NA,NA,NA,76.14,2.68,NA,94.7,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20369","Tanzania",2002,"TZA",36121250,46583074816,NA,NA,NA,NA,1.107,0.04,1.384,NA,62.284,NA,NA,NA,NA,2.768,0.1,1.827,0.011,16.558,0.598,3.46,NA,2.94,81.393,2.89,NA,12.408,1.87,469.117,0.364,NA,NA,3.599,0.13,NA,NA,4.498,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.18,NA,NA,NA,75.302,2.72,NA,94.118,NA,NA,NA,NA,76.409,2.76,NA,95.502,NA,0.05,1.701,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0.831,0.03,NA,NA,0,0,0,1.038,NA,NA,0.04,0,NA,NA,1.107,0,NA,1.384,0,NA,80.008,16.945,NA,NA,NA,76.409,2.76,NA,95.502,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20370","Tanzania",2003,"TZA",37089505,50824601600,NA,NA,NA,NA,1.348,0.05,1.845,NA,59.041,NA,NA,NA,NA,1.887,0.07,-31.057,-0.186,11.117,0.412,2.583,NA,2.76,74.415,2.71,NA,3.567,0.604,473.166,0.345,NA,NA,2.966,0.11,NA,NA,4.059,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.16,NA,NA,NA,68.753,2.55,NA,94.096,NA,NA,NA,NA,70.101,2.6,NA,95.941,NA,0.05,1.812,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,1.078,0.04,NA,NA,0,0,0,1.476,NA,NA,0.05,0,NA,NA,1.348,0,NA,1.845,0,NA,73.066,17.549,NA,NA,NA,70.101,2.6,NA,95.941,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20371","Tanzania",2004,"TZA",38109614,55891197952,NA,NA,NA,NA,1.312,0.05,1.916,NA,141.762,NA,NA,NA,NA,2.362,0.09,19.101,0.079,12.886,0.491,3.448,NA,2.66,69.799,2.61,NA,28.426,4.989,591.403,0.403,NA,NA,14.432,0.55,NA,NA,21.073,NA,NA,NA,NA,10.758,0.41,NA,NA,1.29,33.847,1.29,15.709,NA,0.37,NA,NA,NA,52.743,2.01,NA,77.011,NA,NA,NA,NA,54.055,2.06,NA,78.927,NA,0.05,1.88,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,1.312,0.05,NA,NA,0,0,0,1.916,NA,NA,0.05,0,NA,NA,1.312,0,NA,1.916,0,NA,68.487,22.538,NA,NA,NA,54.055,2.06,NA,78.927,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20372","Tanzania",2005,"TZA",39182037,61018755072,NA,NA,NA,NA,1.276,0.05,1.366,NA,292.35,NA,NA,NA,NA,1.021,0.04,-52.653,-0.259,5.934,0.233,1.093,NA,3.71,94.686,3.66,NA,13.538,3.051,653.088,0.419,NA,NA,46.705,1.83,NA,NA,50,NA,NA,NA,NA,29.35,1.15,NA,242.857,3.133,112.87,4.422,31.421,NA,1.07,NA,NA,NA,45.429,1.78,NA,48.634,NA,NA,NA,NA,46.705,1.83,NA,50,NA,0.05,1.348,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,16.334,0.64,NA,NA,0,0,0,17.486,NA,NA,0.05,0,NA,NA,1.276,0,NA,1.366,0,NA,93.41,25.589,NA,NA,NA,46.705,1.83,NA,50,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20373","Tanzania",2006,"TZA",40294845,65508012032,NA,NA,NA,NA,1.489,0.06,1.709,NA,324.786,NA,NA,NA,NA,0.496,0.02,-41.744,-0.097,3.362,0.135,0.57,NA,3.57,88.597,3.51,NA,5.615,1.437,670.712,0.413,NA,NA,49.882,2.01,NA,NA,57.265,NA,NA,NA,NA,32.262,1.3,NA,23.611,1.044,135.667,5.467,37.037,NA,1.14,NA,NA,NA,35.737,1.44,NA,41.026,NA,NA,NA,NA,37.226,1.5,NA,42.735,NA,0.06,1.681,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.124,0.69,NA,NA,0,0,0,19.658,NA,NA,0.06,0,NA,NA,1.489,0,NA,1.709,0,NA,87.108,27.026,NA,NA,NA,37.226,1.5,NA,42.735,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20374","Tanzania",2007,"TZA",41435458,72909537280,NA,NA,NA,NA,1.448,0.06,1.415,NA,233.491,NA,NA,NA,NA,0.965,0.04,51.605,0.07,4.956,0.205,0.943,NA,4.3,103.776,4.24,NA,1.778,0.481,663.848,0.377,NA,NA,40.062,1.66,NA,NA,39.151,NA,NA,NA,NA,27.513,1.14,NA,5.151,0.282,138.729,5.748,26.887,NA,0.99,NA,NA,NA,60.817,2.52,NA,59.434,NA,NA,NA,NA,62.266,2.58,NA,60.849,NA,0.06,1.395,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,11.584,0.48,NA,NA,0,0,0,11.321,NA,NA,0.06,0,NA,NA,1.448,0,NA,1.415,0,NA,102.328,27.507,NA,NA,NA,62.266,2.58,NA,60.849,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20375","Tanzania",2008,"TZA",42570675,78993514496,NA,NA,NA,NA,1.409,0.06,1.348,NA,222.472,NA,NA,NA,NA,0.47,0.02,-43.959,-0.09,2.703,0.115,0.449,NA,4.5,105.707,4.45,NA,4.474,1.231,675.054,0.364,NA,NA,40.873,1.74,NA,NA,39.101,NA,NA,NA,NA,32.652,1.39,NA,5.786,0.333,142.843,6.081,31.236,NA,0.99,NA,NA,NA,62.249,2.65,NA,59.551,NA,NA,NA,NA,63.659,2.71,NA,60.899,NA,0.05,1.111,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,7.752,0.33,NA,NA,0,0,0,7.416,NA,NA,0.06,0,NA,NA,1.409,0,NA,1.348,0,NA,104.532,28.738,NA,NA,NA,63.659,2.71,NA,60.899,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20376","Tanzania",2009,"TZA",43633923,85446164480,NA,NA,NA,NA,1.375,0.06,1.25,NA,231.25,NA,NA,NA,NA,0,0,-100,-0.115,0,0,0,NA,4.86,111.381,4.8,NA,-1.341,-0.385,649.775,0.332,NA,NA,48.128,2.1,NA,NA,43.75,NA,NA,NA,NA,45.607,1.99,NA,17.36,1.056,163.556,7.137,41.458,NA,1.11,NA,NA,NA,60.503,2.64,NA,55,NA,NA,NA,NA,61.878,2.7,NA,56.25,NA,0.06,1.235,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,2.521,0.11,NA,NA,0,0,0,2.292,NA,NA,0.06,0,NA,NA,1.375,0,NA,1.25,0,NA,110.006,28.352,NA,NA,NA,61.878,2.7,NA,56.25,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20377","Tanzania",2010,"TZA",44758438,93371211776,NA,NA,NA,NA,1.564,0.07,1.313,NA,255.159,NA,NA,NA,NA,0,0,NA,0.001,0.03,0.001,0,NA,5.39,120.424,5.33,NA,17.157,4.864,742.13,0.356,NA,NA,56.972,2.55,NA,NA,47.842,NA,NA,NA,NA,52.504,2.35,NA,18.541,1.323,189.009,8.46,44.09,NA,1.36,NA,NA,NA,60.324,2.7,NA,50.657,NA,NA,NA,NA,62.111,2.78,NA,52.158,NA,0.06,1.113,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,4.468,0.2,NA,NA,0,0,0,3.752,NA,NA,0.07,0,NA,NA,1.564,0,NA,1.313,0,NA,119.084,33.217,NA,NA,NA,62.111,2.78,NA,52.158,NA,NA,NA,NA,0.223,0.01,NA,0.188,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20378","Tanzania",2011,"TZA",46029314,103624507392,NA,NA,NA,NA,1.521,0.07,1.354,NA,321.083,NA,NA,NA,NA,0,0,44965.75,0.608,13.239,0.609,0,NA,5.22,113.406,5.17,NA,5.785,1.922,763.385,0.339,NA,NA,67.348,3.1,NA,NA,59.961,NA,NA,NA,NA,56.703,2.61,NA,-35.897,-3.037,117.815,5.423,50.484,NA,1.66,NA,NA,NA,43.233,1.99,NA,38.491,NA,NA,NA,NA,44.971,2.07,NA,40.039,NA,0.05,0.958,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,10.645,0.49,NA,NA,0,0,0,9.478,NA,NA,0.07,0,NA,NA,1.521,0,NA,1.354,0,NA,112.32,35.138,NA,NA,NA,44.971,2.07,NA,40.039,NA,NA,NA,NA,0.217,0.01,NA,0.193,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20379","Tanzania",2012,"TZA",47374207,108951846912,NA,NA,NA,NA,1.267,0.06,1.058,NA,363.316,NA,NA,NA,NA,0,0,-2.525,-0.015,12.539,0.594,0,NA,5.73,120.952,5.67,NA,23.712,8.332,917.589,0.399,NA,NA,80.846,3.83,NA,NA,67.549,NA,NA,NA,NA,62.903,2.98,NA,16,0.868,132.785,6.291,52.557,NA,2.06,NA,NA,NA,37.362,1.77,NA,31.217,NA,NA,NA,NA,38.84,1.84,NA,32.451,NA,0.06,1.047,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.942,0.85,NA,NA,0,0,0,14.991,NA,NA,0.06,0,NA,NA,1.267,0,NA,1.058,0,NA,119.685,43.47,NA,NA,NA,38.84,1.84,NA,32.451,NA,NA,NA,NA,0.211,0.01,NA,0.176,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20380","Tanzania",2013,"TZA",48824088,116340973568,NA,NA,NA,NA,1.434,0.07,1.169,NA,387.312,NA,NA,NA,NA,0,0,7.754,0.046,13.11,0.64,0,NA,6.05,123.914,5.99,NA,4.904,2.132,934.003,0.392,NA,NA,85.818,4.19,NA,NA,69.95,NA,NA,NA,NA,59.602,2.91,NA,12.069,0.759,144.392,7.05,48.581,NA,2.32,NA,NA,NA,35.229,1.72,NA,28.715,NA,NA,NA,NA,36.867,1.8,NA,30.05,NA,0.06,0.992,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,26.217,1.28,NA,NA,0,0,0,21.369,NA,NA,0.07,0,NA,NA,1.434,0,NA,1.169,0,NA,122.685,45.602,NA,NA,NA,36.867,1.8,NA,30.05,NA,NA,NA,NA,0.205,0.01,NA,0.167,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20381","Tanzania",2014,"TZA",50351462,124173041664,NA,NA,NA,NA,1.192,0.06,0.958,NA,316.294,NA,NA,NA,NA,0,0,190.19,1.217,36.889,1.857,0,NA,6.32,125.518,6.26,NA,1.519,0.693,919.427,0.373,NA,NA,71.299,3.59,NA,NA,57.348,NA,NA,NA,NA,52.233,2.63,NA,-15.385,-1.085,118.472,5.965,42.013,NA,1.98,NA,NA,NA,51.438,2.59,NA,41.374,NA,NA,NA,NA,53.027,2.67,NA,42.652,NA,0.06,0.949,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,19.066,0.96,NA,NA,0,0,0,15.335,NA,NA,0.06,0,NA,NA,1.192,0,NA,0.958,0,NA,124.326,46.294,NA,NA,NA,53.027,2.67,NA,42.652,NA,NA,NA,NA,0.397,0.02,NA,0.319,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20382","Tanzania",2015,"TZA",52020910,131823353856,NA,NA,NA,NA,1.153,0.06,0.919,NA,370.597,NA,NA,NA,NA,0,0,4.472,0.083,37.302,1.94,0,NA,6.6,126.872,6.53,NA,5.472,2.533,938.619,0.37,NA,NA,83.428,4.34,NA,NA,66.462,NA,NA,NA,NA,54.978,2.86,NA,100,5.965,229.339,11.93,43.798,NA,2.42,NA,NA,NA,40.561,2.11,NA,32.312,NA,NA,NA,NA,42.098,2.19,NA,33.538,NA,0.07,1.061,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,28.45,1.48,NA,NA,0,0,0,22.665,NA,NA,0.06,0,NA,NA,1.153,0,NA,0.919,0,NA,125.526,48.828,NA,NA,NA,42.098,2.19,NA,33.538,NA,NA,NA,NA,0.384,0.02,NA,0.306,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
"20383","Tanzania",2016,"TZA",53823964,140875644928,NA,NA,NA,NA,1.301,0.07,1.026,NA,328.446,NA,NA,NA,NA,0,0,7.393,0.143,38.718,2.084,0,NA,6.92,128.567,6.82,NA,9.711,4.742,995.274,0.38,NA,NA,80.819,4.35,NA,NA,63.783,NA,NA,NA,NA,76.174,4.1,NA,36.615,4.368,302.815,16.299,60.117,NA,2.24,NA,NA,NA,44.032,2.37,NA,34.751,NA,NA,NA,NA,45.89,2.47,NA,36.217,NA,0.1,1.445,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,4.645,0.25,NA,NA,0,0,0,3.666,NA,NA,0.07,0,NA,NA,1.301,0,NA,1.026,0,NA,126.709,53.57,NA,NA,NA,45.89,2.47,NA,36.217,NA,NA,NA,NA,0.557,0.03,NA,0.44,NA,NA,NA,NA,0,0,NA,0,NA,"Tanzania","Tanzania"
